id,name,link,art,description
12959,The Pale,https://modrinth.com/mod/the-pale,https://cdn.modrinth.com/data/mMB8QqFI/b78eecf56ba8053f8c6b63340cabc3063d85624a_96.webp,There is a demon in the game ready to kill
12960,Arthur's Tweaks,https://modrinth.com/mod/arthurs-tweaks,https://cdn.modrinth.com/data/rrFUn4yQ/35f1fc829819338d7c57910b548165311f4b1387.png,This mod has all of the features i've ever dreamed of in minecraft! From ores to fossils!
12961,Custom BattleRoyale,https://modrinth.com/mod/custom-battleroyale,https://cdn.modrinth.com/data/5cs8CYZE/7efc843db6078a5604aa6502e8c70489f8fc83de_96.webp,Play customizable battleroyale in Minecraft
12962,Raw Netherite Reforged,https://modrinth.com/mod/raw-netherite-reforged,https://cdn.modrinth.com/data/9RI5dN14/38f7245df915c551dd91055e09fdbe5d533eef12_96.webp,"Added raw netherite, meaning ancient debris can now be affected by the Fortune enchantment."
12963,erenium mod,https://modrinth.com/mod/erenium-mod,https://cdn.modrinth.com/data/A7xSSpRX/d41b516a13a56f3a6e21c8cfca11683fcc37e7e1.png,Erenium Mod offers a lush green world where everything matches the theme. Grook is an incredibly fast mount that can be tamed with special food.
12964,Dyeables,https://modrinth.com/mod/dyeablesmod,https://cdn.modrinth.com/data/C7iyZVae/704dc3e2e6b8b9270dad1c4c7b06d5e811be3cf2.png,Adds a few new blocks for Little Tiles! Made for Forge 1.20.1 and NeoForge 1.21.1
12965,Exit Protection,https://modrinth.com/mod/exit-protection,https://cdn.modrinth.com/data/D2l9iCnu/1539137a15f17195162fcde302fc4b9374b43a0b_96.webp,adds protection from accidental game exit with a 3-second delay and confirmation
12966,Curse of Darkness,https://modrinth.com/mod/curse-of-darkness,https://cdn.modrinth.com/data/EglIzfMK/6af586748f2933486f3ec5ac2b8f1833943b8a5f.png,Pure Darkness can you still beat the game when you can't see 4 blocks in front of you?
12967,GloveCraft,https://modrinth.com/mod/glovecraft,https://cdn.modrinth.com/data/IBMYLql4/c302bde73dc0b259d752e515b9dcc66693a9d51d_96.webp,A Monster And Card Battle Game
12968,Imicrinite,https://modrinth.com/mod/imicrinite,https://cdn.modrinth.com/data/JGsiXXHF/ff08ebdfa5582e76036975917de8d5135cc60a70_96.webp,Adds new armor and dimensions.
12969,The Crystal Potions & More,https://modrinth.com/mod/the-crystal-potions-and-more,https://cdn.modrinth.com/data/JVPjuJ7f/889ec1c0f6090c3de2ea8b7dd6b0eab82f15ed41_96.webp,"Add New Potions, New Tools, And Even Some Cool Daggers"
12970,Hunger Effect Reflavor,https://modrinth.com/mod/hunger-effect-reflavor,https://cdn.modrinth.com/data/OGixVyXw/9405cd10c4e092d06c94127ef0ed327b68040620_96.webp,A change to the Hunger Potion effect to make it interesting!
12556,Additions,https://modrinth.com/mod/special-additions,https://cdn.modrinth.com/data/eEW4IEHO/e881f14a409489828d149441fc3e080378db50fc.png,More items and tweaks that enhance your minecraft experience!
12971,Screensaver,https://modrinth.com/mod/screensaver,https://cdn.modrinth.com/data/kH02QDsi/3fd3db7230979bf53f66313ccd9e2985b582e451_96.webp,"This mod adds a screensaver to the game, which will be displayed after the player has been idle for a specified duration."
12972,PowerTech,https://modrinth.com/mod/powertech,https://cdn.modrinth.com/data/lGMlOcmF/6cfcb14d060989293036da4d891b578fc64902d3_96.webp,A mod that adds a lot of Technology
12973,Wilted Rose Emoji,https://modrinth.com/mod/wiltedrose,https://cdn.modrinth.com/data/lNE3nYkh/9e929ce2a51f0100eb41dd0ef6e9d027e28ef535_96.webp,Adds a wilted rose plant.
12974,Sauros Skoteinos,https://modrinth.com/mod/sauros-skoteinos,https://cdn.modrinth.com/data/sEEFW3tr/48864525cdf826438bfe67aab9a34878243de0ab_96.webp,"Obscure dinos, with very goofy models!"
12975,Iceikelies,https://modrinth.com/mod/iceikelies,https://cdn.modrinth.com/data/usKfzNCH/e55adc35a1346224be8eb14116b3f900df6fd9d8_96.webp,"A mod that aims to bring more uses to ice with the end goal of making the philosopher's stone.

In total you need 387420489 blocks of ice to make a philosopher's stone."
12976,BedBoom | Night,https://modrinth.com/mod/bedexplosion,https://cdn.modrinth.com/data/yLUncMJx/a58d48028fca394c360b3f56d05b2218ca530aa5_96.webp,Beds explode on nights
12977,Extreme Ores,https://modrinth.com/mod/extreme-ores,https://cdn.modrinth.com/data/196KgTCz/99f01ddd214d082d3225b9895ad6d68d47e26bcb_96.webp,Gain 37+ More Ores In Your World!
12978,Amaranthium (Ihla),https://modrinth.com/mod/amaranthium-(ihla),https://cdn.modrinth.com/data/3MuGyI9G/56acf78291a20b57bc86ab52707b8eedbdea90e7.png,The Sixth Installment to the Amaranthium series
12979,Fantasy Land Crystal,https://modrinth.com/mod/fantasy-land-crystal,https://cdn.modrinth.com/data/7a8TbN5N/046a7c44c62b8e6342ee8add197a51e707e394e3_96.webp,"Fantasy Crashes in! The party starts, and you are the creator! Make your life easier, and better! :)"
12980,Magic Mirrors,https://modrinth.com/mod/magicmirrors,https://cdn.modrinth.com/data/JW3pOps4/e589b42c18765f982fdf1fe23a591dc7a4b278e9_96.webp,The most magical homey experience. Adds a magic mirror that allows you to teleport to your spawn position from any dimension!
12981,EasyCMDs,https://modrinth.com/mod/easycmds,https://cdn.modrinth.com/data/LX9itDLQ/cde0f6197376afeb55f243392c0a4b5565e140f1_96.webp,Commands from servers. Latest: 1.0
12982,Explosive Deaths,https://modrinth.com/mod/explosive-deaths,https://cdn.modrinth.com/data/OkqgAMCr/5513444835961d6baf5f98d48be1810e126515fe_96.webp,Makes mobs explode upon death!
12983,L-man's Better Eggs,https://modrinth.com/mod/l-mans-better-eggs,https://cdn.modrinth.com/data/PwTtbGw8/4896695abd785437b046789d5ce9a9722d07809e_96.webp,Eggs have a lot of missing potential. this mod fixes that issue.
12984,Zenith Vanilla,https://modrinth.com/mod/zenith-vanilla,https://cdn.modrinth.com/data/Sr9qeRd8/e4a7fc08c2393ef6dd6d189651b3370a601fb932.jpeg,vanilla resource sword that kills with 1 hit
12985,Terrible Mod 1,https://modrinth.com/mod/terrible-mod-1,https://cdn.modrinth.com/data/UbQSnaAo/ddb481cff68d42a25f9a4552f23f95cd89e0facb_96.webp,"A bad mod, some would even say quite. terrible."
12986,PINECONE'S PLANETS,https://modrinth.com/mod/beanz-planets,https://cdn.modrinth.com/data/XDp42Jne/6f5422dde3f1bb8408e1f49863bf1bd2f39df551_96.webp,Adds new planets in our solar system! Newer updates will add some planets not from our solar system.
12987,Amaranth,https://modrinth.com/mod/amaranth,,"(Yes, This mod is technically in the Amaranthium Series...)
Adds Amaranths (and a couple of references) to Minecraft.
Amaranths have a couple of neat uses.
Enjoy ;)"
12988,Imaged Ores,https://modrinth.com/mod/imaged_ores,https://cdn.modrinth.com/data/fFZYnH1B/8c3a9ae38f76d0b1d0e31f01aa3c4cc006a849c5.png,This mod adds new ores to your world whilst still trying to maintain a vanilla feel. (N ALPHA)
12989,kingsmith,https://modrinth.com/mod/kingsmith,https://cdn.modrinth.com/data/lQA73HIZ/88c7833d455cab8a5b0efa8bead979aa28399a51_96.webp,a mod that brings back metals once forged by a king
12990,Shields Of Existence,https://modrinth.com/mod/shields-of-existence,https://cdn.modrinth.com/data/lzj0Ywgv/4a9396352380fdea167fcead08f33b5543cb2fcb_96.webp,A simple mod that adds some shields and enchantments for said shields into existence.
12991,Leaps In Time,https://modrinth.com/mod/leaps-in-time,,A time travel mod that adds different events in time. DISCLAIMER: Chance of paradoxes
12992,Xtensions,https://modrinth.com/mod/xtensions,https://cdn.modrinth.com/data/qJXYtdG2/6041383040a0a891a2d7dfdfb194281d7b5c7453.png,Xtensions is a Mod that adds much extensions to others like Axes. Also Mod is made with Mcreator to keep in Mind.
12993,New craft!,https://modrinth.com/mod/new-craft!,https://cdn.modrinth.com/data/qd4Esm8w/c7439a78cf21d24ffddd806d2f36e3a7aed4f9dd_96.webp,a mod that adds crafts from new versions of Minecraft
12994,I BAN THEE,https://modrinth.com/mod/i-ban-thee,https://cdn.modrinth.com/data/2VsOZaYB/652d798c74b33b7d367a9371208e5b48794db6ec.png,A mod that lets you send others away to never be seen again
12995,David New Ores,https://modrinth.com/mod/david-new-ores,https://cdn.modrinth.com/data/4RJ14d88/693f98a30406a38d1191e71a482b57392cf9b40d.png,adds new ores to the game.
12996,CraftersKitchen,https://modrinth.com/mod/crafterskitchen,https://cdn.modrinth.com/data/8Lvra2iu/ea3385e1ba1b3a823c3c6b3c45007ae591a4d746_96.webp,Simple but more customizable Foods!
12997,Security+,https://modrinth.com/mod/security+,https://cdn.modrinth.com/data/JrEF3IZ6/63f68e51792febdb0b2c30bedf584597e2494e18_96.webp,This mod adds more protection from hostile mobs.
12998,Wither Infection,https://modrinth.com/mod/wither-infection,https://cdn.modrinth.com/data/OtLCg8Oj/fe12ed810c0dec1050af469734f73cc13e770f8a_96.webp,Makes withers infect your world!
12999,Kantandere,https://modrinth.com/mod/kantandere,https://cdn.modrinth.com/data/Q4C2Tn8X/1d6862b49f2e6102a174e33a203a643fe46cc79f.png,A mod that makes death a little more interesting with an entire new dimension.
13000,Vajra Returns,https://modrinth.com/mod/vajra-mod,https://cdn.modrinth.com/data/VLBTwo5A/221bc2033e7c1ee27af6d5717e1e77473b5e4a71_96.webp,"Legendary multi-tool port to modern versions of minecraft, which works on FE energy!"
13001,Freezing Water,https://modrinth.com/datapack/freezing-water,https://cdn.modrinth.com/data/neERVxt6/befd2623a3c2282eb1d91da94bc0fc8332f9b518.gif,Freezes the player when entering water above a certain height.
13002,just adds sand as gravel result,https://modrinth.com/mod/just-adds-sand-as-gravel-result,https://cdn.modrinth.com/data/y588weY9/332749be5a3adc87e2968a0b1d823ee91fe7b621_96.webp,This mod adds sand as a milling result for gravel
13003,Stripesmod,https://modrinth.com/mod/stripesmod,https://cdn.modrinth.com/data/z0lF2AJa/4ade9a9f4677be63b3457a3a322c5173f0042c48.png,a cool mod that adds stuff
13004,reddimension,https://modrinth.com/mod/reddimension,https://cdn.modrinth.com/data/4qc1HbSi/9809ee0929717b1d3a8257f2026aba7d0a945a04_96.webp,This mod adds a new dimension called the reddimension with new bosses and items to get.
13005,Frikamoik,https://modrinth.com/mod/frikamoik,https://cdn.modrinth.com/data/6fVLf9uR/c045a8bdaed7d2ae2b01d512d24afef9666786c2.jpeg,Adds Frikamoik to Minecraft Java Edition!
13006,Sack of Sating,https://modrinth.com/mod/sack-of-sating,https://cdn.modrinth.com/data/7eTreI6c/6085f17f8c568dbca113faaa986338d50770f9c6.png,The Sack of Sating keeps you continuously well-fed!
13007,WorldFarView,https://modrinth.com/mod/worldfarview,https://cdn.modrinth.com/data/8ykc9UnH/1a1794c798e9d83df3ee3380abb8a2c3b04b64d0.png,Mod that increases render distance by utilizing height map planes.
13008,Combat mod,https://modrinth.com/mod/combat-mod,https://cdn.modrinth.com/data/Bsy9DMKc/ec8e41599fff89dcf6fb9b9ebd5cc8feee97de72.png,A few new weapons and two new tiers :3
13009,Geologist Pick Tweaks,https://modrinth.com/mod/geologist-pick-tweaks,https://cdn.modrinth.com/data/FpwzuykF/93351a4af04e39aefa627b050021b20d5f10c2be_96.webp,A small mod that tweaks Immersive Geology's geologist pick logic.
13010,Truffle Pigs,https://modrinth.com/mod/truffle-pigs,https://cdn.modrinth.com/data/H3LRR76M/800c3bc76067e5164d93cc98a2fe08cd90d25c83_96.webp,"Makes pigs find brown mushrooms every 6000-12000 ticks, just like how pigs in reallife find truffels"
13011,Gravity Book,https://modrinth.com/datapack/gravity-book,https://cdn.modrinth.com/data/HP8VYbOa/38873f5bc3c03bc11426082e1d47b3b5795ef4a5.png,"Adds a book that when you hold it gravity is flipped, similar to when you drink the Gravity Potion in terraria."
13012,Typo's Better Crafts,https://modrinth.com/mod/typosbettercrafts,https://cdn.modrinth.com/data/U0qmVO7c/9ffdfcce557508cbabbd0fad1a314048b7d2514a_96.webp,Crafting recipes designed to convenience you
13013,QOLGenerators,https://modrinth.com/mod/qolgenerators,https://cdn.modrinth.com/data/VJE8myFE/50d771d93f533d20d9b0086f0ea830e04e66c7d0_96.webp,A simple way to generate resources
13014,JTM TNT,https://modrinth.com/mod/jtm-tnt,https://cdn.modrinth.com/data/WxDHRdAJ/6d0613191a8a4e98a061b1e985ecf5d8d69ade16.png,"Our Channel (JTM Bedwars) has gained alot of views and subs through Videos where we test TNT Mods, so we made our own TNT Mod"
13015,SurvivalK,https://modrinth.com/mod/survivalk,https://cdn.modrinth.com/data/ZnWlWGJQ/dc9e593ad0841ac58dd76f53082950c04d06414c_96.webp,"SurvivalK is a mod which adds things to help you survive, and thrive."
13016,Simple Box N' Bag,https://modrinth.com/mod/simple-box-n-bag,https://cdn.modrinth.com/data/nuC7aNzH/7fb9ae36eb6e1920c00db14c9f3822052ddbc93c_96.webp,A Super Simple Bag N' Box mod
13017,Asphalt Revisioned,https://modrinth.com/mod/asphalt-revisioned,https://cdn.modrinth.com/data/tS65NQRc/0b24e5c046a0a4b364bf67bc32dfb11f349a50c2_96.webp,A mod that adds road blocks
13018,Way Too Many Carrots,https://modrinth.com/mod/way-too-many-carrots,https://cdn.modrinth.com/data/xOIbjGLY/a063e4309403b63970d22e345f51db0b6373a705_96.webp,"I added WAY too many carrots to Minecraft.
65 Mob carrots and more!"
13019,OurMod,https://modrinth.com/mod/ourmod,https://cdn.modrinth.com/data/3Rj1IHZ9/d910494ede9c2a914a13208a221f1a87a2871eef.png,"A mod adding a ton of new items and blocks, as well as a new dimension"
13020,Live Whitelist,https://modrinth.com/mod/api-live-whitelist,https://cdn.modrinth.com/data/4nQPe7H3/668fd685541a5859412c8d155e1cd02d483d6f4b.png,A mod that allows you to connect your server to an api or discord bot to allow or disallow connections based on uuid
13021,Ruby additions,https://modrinth.com/mod/ruby-additions,https://cdn.modrinth.com/data/DItd9MZu/1fd566fb82c0724fbb3a1305469917fb2a307168.png,Adds ruby as a new ore to the game
13022,Fire's Reflamed,https://modrinth.com/mod/reflamed,https://cdn.modrinth.com/data/OKkuuQvR/0bbb8f60b2d8fcd3925cdfe2ecc3afed0556d07a_96.webp,"Fire's Reflamed is pretty much the same mod as the original, just with ""a new coat of paint"" if you will. (even a few new features)"
13023,YetGamer's Custom Fog,https://modrinth.com/mod/yetgamers-custom-fog,https://cdn.modrinth.com/data/UVszHli2/85a21ab82c78aa2ac9f0424fd475bbadb814ff58_96.webp,"Mod that allows you customize fog, its color and applicability for specific players."
13024,Jacko's Bossified Weapons,https://modrinth.com/mod/jackos-bossified-weapons,https://cdn.modrinth.com/data/VVUTLMm8/ddd5025d4b671bb5a61a5347671dfb6c3a04b6e5.png,Ever wanted more uses for the vanilla bosses other than access to elytras and crafting beacons?
13025,Plant String Mod,https://modrinth.com/mod/plant-string-mod,https://cdn.modrinth.com/data/WuIwCyrN/506a149626214d0b739134ea2ab4608e0d600511.png,You can now craft a substitute for string from grass and other plants
13026,Holyhell,https://modrinth.com/mod/holyhell,https://cdn.modrinth.com/data/XaEPr11D/30588d62680e6abf7db12fc5a2042d26f7f03d85.png,Vanilla friendly content mod that adds Biblically Accurate Angels
13027,RayUniverse (Continued),https://modrinth.com/mod/rayuniverse-(continued),https://cdn.modrinth.com/data/fGmRnpSa/e99c717c55190dd2ef9d802eda6d43920ff2cb8c_96.webp,This is a mod that adds things that i created
13028,Rexle's saddle recipe,https://modrinth.com/mod/rexles-saddle-recipe,https://cdn.modrinth.com/data/fkdF5OIq/4f1a25b1e30d60e166dd03e7851181203eaa9b05_96.webp,A simple mod that lets you craft saddles.
13029,Networked Chests,https://modrinth.com/mod/networked-chests,https://cdn.modrinth.com/data/rwAbJVl5/ca75079a89a586624fc3124512ba54f160103fbf.png,access chests from anywhere
13030,llpsw Naruto Mod,https://modrinth.com/mod/llpsw-naruto-mod,https://cdn.modrinth.com/data/tu3cSzZr/6c1455be4feaefccad87ffa0455988a3e330a6be_96.webp,Use the keyboard to release jutsu
13031,Mining but Stupid,https://modrinth.com/mod/mining-but-stupid,https://cdn.modrinth.com/data/uj2GtUIY/98c2d18e2f78452abbce16e4b71dedbe8c812802_96.webp,Adds many funny ores and gear to the game
13032,Aftonite Additions,https://modrinth.com/mod/aftonite-additions,https://cdn.modrinth.com/data/uquppK9O/f8eb2b64233c5075298451ed9969c6b396c5ecbf_96.webp,"This mod adds a new ore, items, and features to the game that will help you defend yourself against the Warden. It is very vanilla based so nothing will become extremely over powered."
13033,Ancient Library,https://modrinth.com/mod/ancient-library,https://cdn.modrinth.com/data/z1tY7SIx/303ded39004bccf24eb3d1e6d254e2ef95b697a5_96.webp,"Adds a new bookshelf like block, the Ancient Library. Can power an Enchanting Table to level 30 on its own."
13034,Metallurgy: Don't Pull Mold,https://modrinth.com/mod/metallurgy-dont-pull-mold,https://cdn.modrinth.com/data/3NiLIjGW/eb3aa5bd7761c06d1eb0a711474b113a87506b56_96.webp,"Makes so that molds in Create: Metallurgy do not get pulled out of casting table by hoppers, funnels, pipes, etc."
13035,ShroomLight blocks,https://modrinth.com/mod/shroomlight-blocks,https://cdn.modrinth.com/data/5EdlxmrS/d83d40d06db3306a06cddb533fe089f34a2b964b_96.webp,More Shroom light blocks for more options to light what you want
13036,The Small Building 2.0,https://modrinth.com/mod/the_small_building_2point0,https://cdn.modrinth.com/data/7HMOnRav/7a93cb543f71d39f41e8cc57763fbb5d4d2c0269_96.webp,Small selection of building blocks. A massively improved version of the previous iteration. Released almost a year after the original.! How about that?
